"","X","subject","type","item","condition","question","correct_answer","response","rt","group","proficiency1","proficiency2","ambiguity","trimmed_rt"
"5695",5695,32,"gap",12,"a","0","-","-",8198,"Non-Native",71,"Low","Ambiguous",8198
"5709",5709,32,"gap",2,"a","0","-","-",5562,"Non-Native",71,"Low","Ambiguous",5562
"5714",5714,32,"gap",4,"a","0","-","-",4923,"Non-Native",71,"Low","Ambiguous",4923
"5728",5728,32,"gap",1,"b","0","-","-",6264,"Non-Native",71,"Low","Unambiguous",6264
"5757",5757,32,"gap",5,"b","0","-","-",8388,"Non-Native",71,"Low","Unambiguous",8388
"5775",5775,33,"gap",1,"a","0","-","-",15361,"Non-Native",74,"High","Ambiguous",15361
"5782",5782,33,"gap",5,"a","0","-","-",18527,"Non-Native",74,"High","Ambiguous",18527
"5792",5792,33,"gap",3,"a","0","-","-",18223,"Non-Native",74,"High","Ambiguous",18223
"5796",5796,33,"gap",4,"b","0","-","-",27069,"Non-Native",74,"High","Unambiguous",27069
"5832",5832,33,"gap",6,"b","0","-","-",12904,"Non-Native",74,"High","Unambiguous",12904
"5845",5845,33,"gap",8,"b","0","-","-",15272,"Non-Native",74,"High","Unambiguous",15272
"5864",5864,33,"gap",12,"b","0","-","-",7869,"Non-Native",74,"High","Unambiguous",7869
"5877",5877,33,"gap",9,"a","0","-","-",2366,"Non-Native",74,"High","Ambiguous",2366
"5918",5918,33,"gap",2,"b","0","-","-",9291,"Non-Native",74,"High","Unambiguous",9291
"5924",5924,33,"gap",7,"a","0","-","-",5176,"Non-Native",74,"High","Ambiguous",5176
"5931",5931,33,"gap",11,"a","0","-","-",6071,"Non-Native",74,"High","Ambiguous",6071
"5938",5938,33,"gap",10,"b","0","-","-",8193,"Non-Native",74,"High","Unambiguous",8193
"5969",5969,34,"gap",2,"a","0","-","-",11425,"Non-Native",57,"Low","Ambiguous",11425
"5981",5981,34,"gap",7,"b","0","-","-",8750,"Non-Native",57,"Low","Unambiguous",8750
"5988",5988,34,"gap",11,"b","0","-","-",11395,"Non-Native",57,"Low","Unambiguous",11395
"5991",5991,34,"gap",4,"a","0","-","-",9346,"Non-Native",57,"Low","Ambiguous",9346
"5998",5998,34,"gap",5,"b","0","-","-",9986,"Non-Native",57,"Low","Unambiguous",9986
"6005",6005,34,"gap",8,"a","0","-","-",12894,"Non-Native",57,"Low","Ambiguous",12894
"6019",6019,34,"gap",9,"b","0","-","-",11106,"Non-Native",57,"Low","Unambiguous",11106
"6023",6023,34,"gap",6,"a","0","-","-",11769,"Non-Native",57,"Low","Ambiguous",11769
"6057",6057,34,"gap",1,"b","0","-","-",6718,"Non-Native",57,"Low","Unambiguous",6718
"6071",6071,34,"gap",3,"b","0","-","-",11903,"Non-Native",57,"Low","Unambiguous",11903
"6074",6074,34,"gap",10,"a","0","-","-",8759,"Non-Native",57,"Low","Ambiguous",8759
"6080",6080,34,"gap",12,"a","0","-","-",10032,"Non-Native",57,"Low","Ambiguous",10032
"6139",6139,35,"gap",1,"a","0","-","-",5932,"Non-Native",60,"Low","Ambiguous",5932
"6147",6147,35,"gap",5,"a","0","-","-",9001,"Non-Native",60,"Low","Ambiguous",9001
"6182",6182,35,"gap",10,"b","0","-","-",7084,"Non-Native",60,"Low","Unambiguous",7084
"6185",6185,35,"gap",11,"a","0","-","-",10117,"Non-Native",60,"Low","Ambiguous",10117
"6188",6188,35,"gap",6,"b","0","-","-",10736,"Non-Native",60,"Low","Unambiguous",10736
"6198",6198,35,"gap",3,"a","0","-","-",12492,"Non-Native",60,"Low","Ambiguous",12492
"6202",6202,35,"gap",2,"b","0","-","-",8068,"Non-Native",60,"Low","Unambiguous",8068
"6213",6213,35,"gap",7,"a","0","-","-",4496,"Non-Native",60,"Low","Ambiguous",4496
"6218",6218,35,"gap",8,"b","0","-","-",7202,"Non-Native",60,"Low","Unambiguous",7202
"6222",6222,35,"gap",4,"b","0","-","-",11895,"Non-Native",60,"Low","Unambiguous",11895
"6229",6229,35,"gap",12,"b","0","-","-",12777,"Non-Native",60,"Low","Unambiguous",12777
"6293",6293,35,"gap",9,"a","0","-","-",5009,"Non-Native",60,"Low","Ambiguous",5009
"6315",6315,36,"gap",9,"b","0","-","-",14398,"Non-Native",65,"Low","Unambiguous",14398
"6346",6346,36,"gap",8,"a","0","-","-",22472,"Non-Native",65,"Low","Ambiguous",22472
"6360",6360,36,"gap",4,"a","0","-","-",16755,"Non-Native",65,"Low","Ambiguous",16755
"6383",6383,36,"gap",12,"a","0","-","-",25238,"Non-Native",65,"Low","Ambiguous",25238
"6386",6386,36,"gap",3,"b","0","-","-",10821,"Non-Native",65,"Low","Unambiguous",10821
"6390",6390,36,"gap",11,"b","0","-","-",18922,"Non-Native",65,"Low","Unambiguous",18922
"6408",6408,36,"gap",7,"b","0","-","-",5509,"Non-Native",65,"Low","Unambiguous",5509
"6449",6449,36,"gap",1,"b","0","-","-",26095,"Non-Native",65,"Low","Unambiguous",26095
"6464",6464,36,"gap",10,"a","0","-","-",13852,"Non-Native",65,"Low","Ambiguous",13852
"6470",6470,36,"gap",6,"a","0","-","-",9610,"Non-Native",65,"Low","Ambiguous",9610
"6473",6473,36,"gap",2,"a","0","-","-",16988,"Non-Native",65,"Low","Ambiguous",16988
"6477",6477,36,"gap",5,"b","0","-","-",15020,"Non-Native",65,"Low","Unambiguous",15020
"6518",6518,37,"gap",12,"b","0","-","-",10731,"Non-Native",64,"Low","Unambiguous",10731
"6538",6538,37,"gap",7,"a","0","-","-",11636,"Non-Native",64,"Low","Ambiguous",11636
"6551",6551,37,"gap",6,"b","0","-","-",10548,"Non-Native",64,"Low","Unambiguous",10548
"6569",6569,37,"gap",2,"b","0","-","-",4459,"Non-Native",64,"Low","Unambiguous",4459
"6577",6577,37,"gap",4,"b","0","-","-",5968,"Non-Native",64,"Low","Unambiguous",5968
"6590",6590,37,"gap",1,"a","0","-","-",17580,"Non-Native",64,"Low","Ambiguous",17580
"6600",6600,37,"gap",10,"b","0","-","-",4097,"Non-Native",64,"Low","Unambiguous",4097
"6607",6607,37,"gap",5,"a","0","-","-",9851,"Non-Native",64,"Low","Ambiguous",9851
"6629",6629,37,"gap",3,"a","0","-","-",6788,"Non-Native",64,"Low","Ambiguous",6788
"6640",6640,37,"gap",8,"b","0","-","-",7065,"Non-Native",64,"Low","Unambiguous",7065
"6644",6644,37,"gap",11,"a","0","-","-",7250,"Non-Native",64,"Low","Ambiguous",7250
"6651",6651,37,"gap",9,"a","0","-","-",14815,"Non-Native",64,"Low","Ambiguous",14815
"6708",6708,38,"gap",7,"b","0","-","-",5343,"Non-Native",80,"High","Unambiguous",5343
"6715",6715,38,"gap",1,"b","0","-","-",15486,"Non-Native",80,"High","Unambiguous",15486
"6722",6722,38,"gap",2,"a","0","-","-",19042,"Non-Native",80,"High","Ambiguous",19042
"6728",6728,38,"gap",12,"a","0","-","-",16023,"Non-Native",80,"High","Ambiguous",16023
"6751",6751,38,"gap",4,"a","0","-","-",5094,"Non-Native",80,"High","Ambiguous",5094
"6786",6786,38,"gap",3,"b","0","-","-",7473,"Non-Native",80,"High","Unambiguous",7473
"6792",6792,38,"gap",6,"a","0","-","-",10253,"Non-Native",80,"High","Ambiguous",10253
"6796",6796,38,"gap",9,"b","0","-","-",11450,"Non-Native",80,"High","Unambiguous",11450
"6804",6804,38,"gap",11,"b","0","-","-",23070,"Non-Native",80,"High","Unambiguous",23070
"6815",6815,38,"gap",10,"a","0","-","-",9118,"Non-Native",80,"High","Ambiguous",9118
"6822",6822,38,"gap",5,"b","0","-","-",8147,"Non-Native",80,"High","Unambiguous",8147
"6835",6835,38,"gap",8,"a","0","-","-",7902,"Non-Native",80,"High","Ambiguous",7902
"6861",6861,39,"gap",5,"a","0","-","-",9518,"Non-Native",83,"High","Ambiguous",9518
"6867",6867,39,"gap",8,"b","0","-","-",4739,"Non-Native",83,"High","Unambiguous",4739
"6878",6878,39,"gap",7,"a","0","-","-",12347,"Non-Native",83,"High","Ambiguous",12347
"6885",6885,39,"gap",11,"a","0","-","-",5141,"Non-Native",83,"High","Ambiguous",5141
"6913",6913,39,"gap",4,"b","0","-","-",5186,"Non-Native",83,"High","Unambiguous",5186
"6917",6917,39,"gap",9,"a","0","-","-",13197,"Non-Native",83,"High","Ambiguous",13197
"6924",6924,39,"gap",10,"b","0","-","-",7370,"Non-Native",83,"High","Unambiguous",7370
"6948",6948,39,"gap",2,"b","0","-","-",4791,"Non-Native",83,"High","Unambiguous",4791
"6959",6959,39,"gap",6,"b","0","-","-",5832,"Non-Native",83,"High","Unambiguous",5832
"6980",6980,39,"gap",12,"b","0","-","-",11277,"Non-Native",83,"High","Unambiguous",11277
"6984",6984,39,"gap",3,"a","0","-","-",13137,"Non-Native",83,"High","Ambiguous",13137
"6991",6991,39,"gap",1,"a","0","-","-",8507,"Non-Native",83,"High","Ambiguous",8507
"7034",7034,40,"gap",3,"b","0","-","-",10450,"Non-Native",75,"High","Unambiguous",10450
"7037",7037,40,"gap",9,"b","0","-","-",13308,"Non-Native",75,"High","Unambiguous",13308
"7045",7045,40,"gap",1,"b","0","-","-",16905,"Non-Native",75,"High","Unambiguous",16905
"7070",7070,40,"gap",7,"b","0","-","-",7941,"Non-Native",75,"High","Unambiguous",7941
"7085",7085,40,"gap",6,"a","0","-","-",8312,"Non-Native",75,"High","Ambiguous",8312
"7088",7088,40,"gap",8,"a","0","-","-",6795,"Non-Native",75,"High","Ambiguous",6795
"7122",7122,40,"gap",2,"a","0","-","-",14072,"Non-Native",75,"High","Ambiguous",14072
"7137",7137,40,"gap",11,"b","0","-","-",6906,"Non-Native",75,"High","Unambiguous",6906
"7145",7145,40,"gap",4,"a","0","-","-",18099,"Non-Native",75,"High","Ambiguous",18099
"7155",7155,40,"gap",10,"a","0","-","-",8617,"Non-Native",75,"High","Ambiguous",8617
"7169",7169,40,"gap",12,"a","0","-","-",6140,"Non-Native",75,"High","Ambiguous",6140
"7173",7173,40,"gap",5,"b","0","-","-",8000,"Non-Native",75,"High","Unambiguous",8000
